"","row","column","cor","p"
"41","USCPI_Transportation__Index_8284_","Prime_Rate__Perc_",0.00548263819159291,0.927359377057499
"42","US_Total_Employment__Index_8284_","Prime_Rate__Perc_",0.12131765308812,0.0428887926675956
"43","X10Year_Treasury_Rate__Perc_","Prime_Rate__Perc_",0.898105229080282,0
"44","X3Month_Tbill__Perc_","Prime_Rate__Perc_",0.949801339582839,0
"45","Federal_funds_effective_rate__Index_8284_","Prime_Rate__Perc_",0.958037301791468,0
"46","USCPI_UrbanB8284__Index_8284_","X13Mos_Libor_USD__Perc_",-0.776049064661582,0
"47","USCPI_UrbanB67__Index_67_","X13Mos_Libor_USD__Perc_",-0.776068154868804,0
"48","USCPI_FoodBev__Index_8284_","X13Mos_Libor_USD__Perc_",-0.781907715326596,0
"49","USCPI_Housing__Index_8284_","X13Mos_Libor_USD__Perc_",-0.765449089299863,0
"50","USCPI_Transportation__Index_8284_","X13Mos_Libor_USD__Perc_",-0.75484052811638,0
"51","US_Total_Employment__Index_8284_","X13Mos_Libor_USD__Perc_",-0.643044351636969,0
"52","X10Year_Treasury_Rate__Perc_","X13Mos_Libor_USD__Perc_",0.858637897285441,0
"53","X3Month_Tbill__Perc_","X13Mos_Libor_USD__Perc_",0.945126198408367,0
"54","Federal_funds_effective_rate__Index_8284_","X13Mos_Libor_USD__Perc_",0.947463532209311,0
"55","Prime_Rate__Perc_","X13Mos_Libor_USD__Perc_",0.940721482015318,0
"56","USCPI_UrbanB8284__Index_8284_","Total_Consumer_Debt__USD_M_",0.954549638572254,0
"57","USCPI_UrbanB67__Index_67_","Total_Consumer_Debt__USD_M_",0.954553512374993,0
"58","USCPI_FoodBev__Index_8284_","Total_Consumer_Debt__USD_M_",0.961555280662285,0
"59","USCPI_Housing__Index_8284_","Total_Consumer_Debt__USD_M_",0.955903593673014,0
"60","USCPI_Transportation__Index_8284_","Total_Consumer_Debt__USD_M_",0.938151504609721,0
"61","US_Total_Employment__Index_8284_","Total_Consumer_Debt__USD_M_",0.889409101677438,0
"62","X10Year_Treasury_Rate__Perc_","Total_Consumer_Debt__USD_M_",-0.651550699394222,0
"63","X3Month_Tbill__Perc_","Total_Consumer_Debt__USD_M_",-0.333312568451502,2.8672744178948e-09
"64","Federal_funds_effective_rate__Index_8284_","Total_Consumer_Debt__USD_M_",-0.511387759868817,0
"65","Prime_Rate__Perc_","Total_Consumer_Debt__USD_M_",-0.214153064627487,0.000322690409359616
"66","X13Mos_Libor_USD__Perc_","Total_Consumer_Debt__USD_M_",-0.745971137154423,0
"67","USCPI_UrbanB8284__Index_8284_","Total_Consumer_Revolving_Debt__USD_M_",0.959507450971936,0
"68","USCPI_UrbanB67__Index_67_","Total_Consumer_Revolving_Debt__USD_M_",0.95950793497655,0
"69","USCPI_FoodBev__Index_8284_","Total_Consumer_Revolving_Debt__USD_M_",0.957254444152644,0
"70","USCPI_Housing__Index_8284_","Total_Consumer_Revolving_Debt__USD_M_",0.960564952639624,0
"71","USCPI_Transportation__Index_8284_","Total_Consumer_Revolving_Debt__USD_M_",0.938510897531943,0
"72","US_Total_Employment__Index_8284_","Total_Consumer_Revolving_Debt__USD_M_",0.952032223437335,0
"73","X10Year_Treasury_Rate__Perc_","Total_Consumer_Revolving_Debt__USD_M_",-0.793403818344486,0
"74","X3Month_Tbill__Perc_","Total_Consumer_Revolving_Debt__USD_M_",-0.762766916080935,0
"75","Federal_funds_effective_rate__Index_8284_","Total_Consumer_Revolving_Debt__USD_M_",-0.74487157466606,0
"76","Prime_Rate__Perc_","Total_Consumer_Revolving_Debt__USD_M_",-0.614269077911057,0
"77","X13Mos_Libor_USD__Perc_","Total_Consumer_Revolving_Debt__USD_M_",-0.708248851833686,0
"78","Total_Consumer_Debt__USD_M_","Total_Consumer_Revolving_Debt__USD_M_",0.965927882728145,0
"79","USCPI_UrbanB8284__Index_8284_","Total_Consumer_Non_Revolving_Debt__USD_M_",0.937674730227677,0
"80","USCPI_UrbanB67__Index_67_","Total_Consumer_Non_Revolving_Debt__USD_M_",0.937679974261068,0
"81","USCPI_FoodBev__Index_8284_","Total_Consumer_Non_Revolving_Debt__USD_M_",0.940924087484775,0
"82","USCPI_Housing__Index_8284_","Total_Consumer_Non_Revolving_Debt__USD_M_",0.931106448836412,0
"83","USCPI_Transportation__Index_8284_","Total_Consumer_Non_Revolving_Debt__USD_M_",0.921675640105404,0
"84","US_Total_Employment__Index_8284_","Total_Consumer_Non_Revolving_Debt__USD_M_",0.868976186572513,0
"85","X10Year_Treasury_Rate__Perc_","Total_Consumer_Non_Revolving_Debt__USD_M_",-0.637362239451582,0
"86","X3Month_Tbill__Perc_","Total_Consumer_Non_Revolving_Debt__USD_M_",-0.323073633565533,9.14032982635149e-09
"87","Federal_funds_effective_rate__Index_8284_","Total_Consumer_Non_Revolving_Debt__USD_M_",-0.500018535622788,0
"88","Prime_Rate__Perc_","Total_Consumer_Non_Revolving_Debt__USD_M_",-0.21287078601807,0.000351131361932211
"89","X13Mos_Libor_USD__Perc_","Total_Consumer_Non_Revolving_Debt__USD_M_",-0.73297764969627,0
"90","Total_Consumer_Debt__USD_M_","Total_Consumer_Non_Revolving_Debt__USD_M_",0.994466342019539,0
"91","Total_Consumer_Revolving_Debt__USD_M_","Total_Consumer_Non_Revolving_Debt__USD_M_",0.925888768346673,0
"92","USCPI_UrbanB8284__Index_8284_","US_GDP_Y______Gross_domestic_product__USD_M_",0.99141364503667,0
"93","USCPI_UrbanB67__Index_67_","US_GDP_Y______Gross_domestic_product__USD_M_",0.991413979294872,0
"94","USCPI_FoodBev__Index_8284_","US_GDP_Y______Gross_domestic_product__USD_M_",0.989265047185593,0
"95","USCPI_Housing__Index_8284_","US_GDP_Y______Gross_domestic_product__USD_M_",0.988912520317005,0
"96","USCPI_Transportation__Index_8284_","US_GDP_Y______Gross_domestic_product__USD_M_",0.98411228657496,0
"97","US_Total_Employment__Index_8284_","US_GDP_Y______Gross_domestic_product__USD_M_",0.978998678158138,0
"98","X10Year_Treasury_Rate__Perc_","US_GDP_Y______Gross_domestic_product__USD_M_",-0.56301576033923,0
"99","X3Month_Tbill__Perc_","US_GDP_Y______Gross_domestic_product__USD_M_",-0.229861106785081,8.74766206400146e-05
"100","Federal_funds_effective_rate__Index_8284_","US_GDP_Y______Gross_domestic_product__USD_M_",-0.385957757774869,1.60981450392228e-10
"101","Prime_Rate__Perc_","US_GDP_Y______Gross_domestic_product__USD_M_",-0.0336049906714804,0.576885227321437
"102","X13Mos_Libor_USD__Perc_","US_GDP_Y______Gross_domestic_product__USD_M_",-0.7429843328225,0
"103","Total_Consumer_Debt__USD_M_","US_GDP_Y______Gross_domestic_product__USD_M_",0.96312361682479,0
"104","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_Y______Gross_domestic_product__USD_M_",0.984052350998525,0
"105","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_Y______Gross_domestic_product__USD_M_",0.94628675133943,0
"106","USCPI_UrbanB8284__Index_8284_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.990637872565496,0
"107","USCPI_UrbanB67__Index_67_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.990639270731913,0
"108","USCPI_FoodBev__Index_8284_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.987037011732962,0
"109","USCPI_Housing__Index_8284_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.986229640756275,0
"110","USCPI_Transportation__Index_8284_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.981889172816703,0
"111","US_Total_Employment__Index_8284_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.971844958363916,0
"112","X10Year_Treasury_Rate__Perc_","US_GDP_C__Personal_consumption_expenditures__USD_M_",-0.5749427258367,0
"113","X3Month_Tbill__Perc_","US_GDP_C__Personal_consumption_expenditures__USD_M_",-0.254417179518593,1.32687948619647e-05
"114","Federal_funds_effective_rate__Index_8284_","US_GDP_C__Personal_consumption_expenditures__USD_M_",-0.404944204880917,1.60313984309823e-11
"115","Prime_Rate__Perc_","US_GDP_C__Personal_consumption_expenditures__USD_M_",-0.0578709928933738,0.336370875458043
"116","X13Mos_Libor_USD__Perc_","US_GDP_C__Personal_consumption_expenditures__USD_M_",-0.748869310965255,0
"117","Total_Consumer_Debt__USD_M_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.971325279828671,0
"118","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.984383233939691,0
"119","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.955585848014227,0
"120","US_GDP_Y______Gross_domestic_product__USD_M_","US_GDP_C__Personal_consumption_expenditures__USD_M_",0.999289931265583,0
"121","USCPI_UrbanB8284__Index_8284_","US_GDP_C____Goods__USD_M_",0.912307364977928,0
"122","USCPI_UrbanB67__Index_67_","US_GDP_C____Goods__USD_M_",0.91230110510272,0
"123","USCPI_FoodBev__Index_8284_","US_GDP_C____Goods__USD_M_",0.892893968492017,0
"124","USCPI_Housing__Index_8284_","US_GDP_C____Goods__USD_M_",0.955038106699853,0
"125","USCPI_Transportation__Index_8284_","US_GDP_C____Goods__USD_M_",0.665944671049594,1.04986730420364e-09
"126","US_Total_Employment__Index_8284_","US_GDP_C____Goods__USD_M_",0.927388860421541,0
"127","X10Year_Treasury_Rate__Perc_","US_GDP_C____Goods__USD_M_",-0.632608119221829,1.21064076541444e-08
"128","X3Month_Tbill__Perc_","US_GDP_C____Goods__USD_M_",-0.204179408519629,0.100084902836735
"129","Federal_funds_effective_rate__Index_8284_","US_GDP_C____Goods__USD_M_",-0.200557826232187,0.106384195702945
"130","Prime_Rate__Perc_","US_GDP_C____Goods__USD_M_",-0.185947163073911,0.134953719218511
"131","X13Mos_Libor_USD__Perc_","US_GDP_C____Goods__USD_M_",-0.183638467962034,0.139953257584925
"132","Total_Consumer_Debt__USD_M_","US_GDP_C____Goods__USD_M_",0.979680001894331,0
"133","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_C____Goods__USD_M_",0.686916440251234,1.91111571012925e-10
"134","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_C____Goods__USD_M_",0.965992768401196,0
"135","US_GDP_Y______Gross_domestic_product__USD_M_","US_GDP_C____Goods__USD_M_",0.987798334969822,0
"136","US_GDP_C__Personal_consumption_expenditures__USD_M_","US_GDP_C____Goods__USD_M_",0.990019000431126,0
"137","USCPI_UrbanB8284__Index_8284_","US_GDP_C______Durable_goods__USD_M_",0.888310104803272,0
"138","USCPI_UrbanB67__Index_67_","US_GDP_C______Durable_goods__USD_M_",0.888293816495826,0
"139","USCPI_FoodBev__Index_8284_","US_GDP_C______Durable_goods__USD_M_",0.871672275262954,0
"140","USCPI_Housing__Index_8284_","US_GDP_C______Durable_goods__USD_M_",0.933545726760644,0
"141","USCPI_Transportation__Index_8284_","US_GDP_C______Durable_goods__USD_M_",0.630882442958569,1.36316198329212e-08
"142","US_Total_Employment__Index_8284_","US_GDP_C______Durable_goods__USD_M_",0.937650476465067,0
"143","X10Year_Treasury_Rate__Perc_","US_GDP_C______Durable_goods__USD_M_",-0.633455129067156,1.14183973387583e-08
"144","X3Month_Tbill__Perc_","US_GDP_C______Durable_goods__USD_M_",-0.217931738121643,0.0787724361650717
"145","Federal_funds_effective_rate__Index_8284_","US_GDP_C______Durable_goods__USD_M_",-0.219869088872408,0.0760842184204464
"146","Prime_Rate__Perc_","US_GDP_C______Durable_goods__USD_M_",-0.207417815560697,0.0947015423022575
"147","X13Mos_Libor_USD__Perc_","US_GDP_C______Durable_goods__USD_M_",-0.20827380312786,0.0933171460090365
"148","Total_Consumer_Debt__USD_M_","US_GDP_C______Durable_goods__USD_M_",0.975738029859191,0
"149","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_C______Durable_goods__USD_M_",0.627467503735285,1.72025860223357e-08
"150","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_C______Durable_goods__USD_M_",0.971517828620841,0
"151","US_GDP_Y______Gross_domestic_product__USD_M_","US_GDP_C______Durable_goods__USD_M_",0.972418359279993,0
"152","US_GDP_C__Personal_consumption_expenditures__USD_M_","US_GDP_C______Durable_goods__USD_M_",0.97477766045519,0
"153","US_GDP_C____Goods__USD_M_","US_GDP_C______Durable_goods__USD_M_",0.993060615979816,0
"154","USCPI_UrbanB8284__Index_8284_","US_GDP_C______Nondurable_goods__USD_M_",0.922062965332341,0
"155","USCPI_UrbanB67__Index_67_","US_GDP_C______Nondurable_goods__USD_M_",0.92206773903834,0
"156","USCPI_FoodBev__Index_8284_","US_GDP_C______Nondurable_goods__USD_M_",0.900955540164896,0
"157","USCPI_Housing__Index_8284_","US_GDP_C______Nondurable_goods__USD_M_",0.964555419257494,0
"158","USCPI_Transportation__Index_8284_","US_GDP_C______Nondurable_goods__USD_M_",0.681525248457194,3.00116820284302e-10
"159","US_Total_Employment__Index_8284_","US_GDP_C______Nondurable_goods__USD_M_",0.906398564749137,0
"160","X10Year_Treasury_Rate__Perc_","US_GDP_C______Nondurable_goods__USD_M_",-0.622416732852796,2.41443536275199e-08
"161","X3Month_Tbill__Perc_","US_GDP_C______Nondurable_goods__USD_M_",-0.191267938039008,0.123945898658473
"162","Federal_funds_effective_rate__Index_8284_","US_GDP_C______Nondurable_goods__USD_M_",-0.18323296010471,0.140845575822407
"163","Prime_Rate__Perc_","US_GDP_C______Nondurable_goods__USD_M_",-0.166750157874899,0.180833893438093
"164","X13Mos_Libor_USD__Perc_","US_GDP_C______Nondurable_goods__USD_M_",-0.160594209901082,0.197702534268537
"165","Total_Consumer_Debt__USD_M_","US_GDP_C______Nondurable_goods__USD_M_",0.971840672178946,0
"166","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_C______Nondurable_goods__USD_M_",0.740044073016904,1.25122134875255e-12
"167","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_C______Nondurable_goods__USD_M_",0.948528999920446,0
"168","US_GDP_Y______Gross_domestic_product__USD_M_","US_GDP_C______Nondurable_goods__USD_M_",0.988423414077988,0
"169","US_GDP_C__Personal_consumption_expenditures__USD_M_","US_GDP_C______Nondurable_goods__USD_M_",0.991946085928939,0
"170","US_GDP_C____Goods__USD_M_","US_GDP_C______Nondurable_goods__USD_M_",0.993227149824289,0
"171","US_GDP_C______Durable_goods__USD_M_","US_GDP_C______Nondurable_goods__USD_M_",0.973095608122607,0
"172","USCPI_UrbanB8284__Index_8284_","US_GDP_C____Services__USD_M_",0.97402613484734,0
"173","USCPI_UrbanB67__Index_67_","US_GDP_C____Services__USD_M_",0.974023246042873,0
"174","USCPI_FoodBev__Index_8284_","US_GDP_C____Services__USD_M_",0.965709342390325,0
"175","USCPI_Housing__Index_8284_","US_GDP_C____Services__USD_M_",0.994299777568385,0
"176","USCPI_Transportation__Index_8284_","US_GDP_C____Services__USD_M_",0.753186052654736,2.97539770599542e-13
"177","US_Total_Employment__Index_8284_","US_GDP_C____Services__USD_M_",0.839196256153507,0
"178","X10Year_Treasury_Rate__Perc_","US_GDP_C____Services__USD_M_",-0.738565278923828,1.46282985724611e-12
"179","X3Month_Tbill__Perc_","US_GDP_C____Services__USD_M_",-0.35692290251706,0.00326298257822266
"180","Federal_funds_effective_rate__Index_8284_","US_GDP_C____Services__USD_M_",-0.347803427999719,0.0042163791501344
"181","Prime_Rate__Perc_","US_GDP_C____Services__USD_M_",-0.330214134316737,0.00677255693224876
"182","X13Mos_Libor_USD__Perc_","US_GDP_C____Services__USD_M_",-0.320538867921755,0.00869182544253944
"183","Total_Consumer_Debt__USD_M_","US_GDP_C____Services__USD_M_",0.986581684431421,0
"184","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_C____Services__USD_M_",0.695280280238534,9.30602261917102e-11
"185","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_C____Services__USD_M_",0.972212797837622,0
"186","US_GDP_Y______Gross_domestic_product__USD_M_","US_GDP_C____Services__USD_M_",0.991756860053396,0
"187","US_GDP_C__Personal_consumption_expenditures__USD_M_","US_GDP_C____Services__USD_M_",0.995584749846169,0
"188","US_GDP_C____Goods__USD_M_","US_GDP_C____Services__USD_M_",0.972481846330594,0
"189","US_GDP_C______Durable_goods__USD_M_","US_GDP_C____Services__USD_M_",0.952559814870543,0
"190","US_GDP_C______Nondurable_goods__USD_M_","US_GDP_C____Services__USD_M_",0.979708853178759,0
"191","USCPI_UrbanB8284__Index_8284_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.97290740796521,0
"192","USCPI_UrbanB67__Index_67_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.972909898527276,0
"193","USCPI_FoodBev__Index_8284_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.955707055365435,0
"194","USCPI_Housing__Index_8284_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.957435492436983,0
"195","USCPI_Transportation__Index_8284_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.961983652036514,0
"196","US_Total_Employment__Index_8284_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.957292252592696,0
"197","X10Year_Treasury_Rate__Perc_","US_GDP_I__Gross_private_domestic_investment__USD_M_",-0.577281446487015,0
"198","X3Month_Tbill__Perc_","US_GDP_I__Gross_private_domestic_investment__USD_M_",-0.256191811687587,1.14894269929167e-05
"199","Federal_funds_effective_rate__Index_8284_","US_GDP_I__Gross_private_domestic_investment__USD_M_",-0.391973450882644,7.87481191366624e-11
"200","Prime_Rate__Perc_","US_GDP_I__Gross_private_domestic_investment__USD_M_",-0.0614960685552585,0.306926819401958
"201","X13Mos_Libor_USD__Perc_","US_GDP_I__Gross_private_domestic_investment__USD_M_",-0.635176942967356,4.44089209850063e-16
"202","Total_Consumer_Debt__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.968630967055451,0
"203","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.966755429889006,0
"204","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.9530614753824,0
"205","US_GDP_Y______Gross_domestic_product__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.98746862101066,0
"206","US_GDP_C__Personal_consumption_expenditures__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.988047331142933,0
"207","US_GDP_C____Goods__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.851515627852847,0
"208","US_GDP_C______Durable_goods__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.876003270541296,0
"209","US_GDP_C______Nondurable_goods__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.810333189176985,2.22044604925031e-16
"210","US_GDP_C____Services__USD_M_","US_GDP_I__Gross_private_domestic_investment__USD_M_",0.735890966959144,1.93511873192165e-12
"211","USCPI_UrbanB8284__Index_8284_","US_GDP_I____Fixed_investment__USD_M_",0.675448015952645,4.93539875634497e-10
"212","USCPI_UrbanB67__Index_67_","US_GDP_I____Fixed_investment__USD_M_",0.67541450401431,4.94879248691404e-10
"213","USCPI_FoodBev__Index_8284_","US_GDP_I____Fixed_investment__USD_M_",0.643719825116612,5.53882895104607e-09
"214","USCPI_Housing__Index_8284_","US_GDP_I____Fixed_investment__USD_M_",0.73586708362327,1.94000371323e-12
"215","USCPI_Transportation__Index_8284_","US_GDP_I____Fixed_investment__USD_M_",0.458669731054478,0.000107423453254984
"216","US_Total_Employment__Index_8284_","US_GDP_I____Fixed_investment__USD_M_",0.958274628348159,0
"217","X10Year_Treasury_Rate__Perc_","US_GDP_I____Fixed_investment__USD_M_",-0.394827998860478,0.00103551252929313
"218","X3Month_Tbill__Perc_","US_GDP_I____Fixed_investment__USD_M_",0.0997830190890969,0.425366958663945
"219","Federal_funds_effective_rate__Index_8284_","US_GDP_I____Fixed_investment__USD_M_",0.0930774320971825,0.457280259690894
"220","Prime_Rate__Perc_","US_GDP_I____Fixed_investment__USD_M_",0.103908311808553,0.406382197697158
"221","X13Mos_Libor_USD__Perc_","US_GDP_I____Fixed_investment__USD_M_",0.10270004080385,0.411890910214681
"222","Total_Consumer_Debt__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.821271296148944,0
"223","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.532198009120787,4.24434239909566e-06
"224","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.817044504390752,0
"225","US_GDP_Y______Gross_domestic_product__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.834582614095552,0
"226","US_GDP_C__Personal_consumption_expenditures__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.821598421195329,0
"227","US_GDP_C____Goods__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.884251942320278,0
"228","US_GDP_C______Durable_goods__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.905137323851339,0
"229","US_GDP_C______Nondurable_goods__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.848074049204036,0
"230","US_GDP_C____Services__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.770447060296397,3.90798504668055e-14
"231","US_GDP_I__Gross_private_domestic_investment__USD_M_","US_GDP_I____Fixed_investment__USD_M_",0.985354636937398,0
"232","USCPI_UrbanB8284__Index_8284_","US_GDP_I______Nonresidential__USD_M_",0.933758864462577,0
"233","USCPI_UrbanB67__Index_67_","US_GDP_I______Nonresidential__USD_M_",0.933748570714064,0
"234","USCPI_FoodBev__Index_8284_","US_GDP_I______Nonresidential__USD_M_",0.917364431482899,0
"235","USCPI_Housing__Index_8284_","US_GDP_I______Nonresidential__USD_M_",0.951024892472867,0
"236","USCPI_Transportation__Index_8284_","US_GDP_I______Nonresidential__USD_M_",0.749969224666748,4.2632564145606e-13
"237","US_Total_Employment__Index_8284_","US_GDP_I______Nonresidential__USD_M_",0.907590165992988,0
"238","X10Year_Treasury_Rate__Perc_","US_GDP_I______Nonresidential__USD_M_",-0.680787596345211,3.18996828951867e-10
"239","X3Month_Tbill__Perc_","US_GDP_I______Nonresidential__USD_M_",-0.253635344689787,0.0398879464243276
"240","Federal_funds_effective_rate__Index_8284_","US_GDP_I______Nonresidential__USD_M_",-0.237212570700919,0.0551397818769612
"241","Prime_Rate__Perc_","US_GDP_I______Nonresidential__USD_M_",-0.218706248878735,0.0776888328394434
"242","X13Mos_Libor_USD__Perc_","US_GDP_I______Nonresidential__USD_M_",-0.214905178468496,0.0831224141407962
"243","Total_Consumer_Debt__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.973674424270151,0
"244","Total_Consumer_Revolving_Debt__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.654679260043352,2.48148834813833e-09
"245","Total_Consumer_Non_Revolving_Debt__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.964724573228512,0
"246","US_GDP_Y______Gross_domestic_product__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.979787287124775,0
"247","US_GDP_C__Personal_consumption_expenditures__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.969141103934301,0
"248","US_GDP_C____Goods__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.969354816184501,0
"249","US_GDP_C______Durable_goods__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.965296056917754,0
"250","US_GDP_C______Nondurable_goods__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.957843767585297,0
"251","US_GDP_C____Services__USD_M_","US_GDP_I______Nonresidential__USD_M_",0.958002450523217,0
